wavelength,x_bar,y_bar,z_bar
360,1.222000000000002e-07,1.3397999999999918e-08,5.350269999999999e-07
361,1.85138e-07,2.0293999999999996e-08,8.1072e-07
362,2.7883000000000007e-07,3.0560000000000004e-08,1.221200000000001e-06
363,4.1747000000000015e-07,4.574e-08,1.8287e-06
364,6.213300000000003e-07,6.804999999999999e-08,2.7222e-06
365,9.192699999999998e-07,1.0064999999999999e-07,4.0283e-06
366,1.3519799999999998e-06,1.4798e-07,5.9257000000000016e-06
367,1.97654e-06,2.1627e-07,8.665099999999996e-06
368,2.8725e-06,3.142000000000001e-07,1.2595999999999996e-05
369,4.1495e-06,4.537000000000001e-07,1.8201e-05
370,5.9586e-06,6.510999999999998e-07,2.614369999999999e-05
371,8.505600000000002e-06,9.288000000000001e-07,3.7330000000000003e-05
372,1.2068599999999998e-05,1.3174999999999999e-06,5.2987000000000006e-05
373,1.702259999999999e-05,1.8572000000000006e-06,7.476399999999998e-05
374,2.3868000000000003e-05,2.601999999999999e-06,0.00010486999999999999
375,3.3266000000000017e-05,3.624999999999999e-06,0.00014621999999999994
376,4.6087000000000015e-05,5.019e-06,0.00020265999999999996
377,6.347199999999996e-05,6.907000000000001e-06,0.0002792300000000001
378,8.689200000000001e-05,9.449e-06,0.00038245
379,0.00011824600000000003,1.2848000000000003e-05,0.00052072
380,0.00015995200000000004,1.7364e-05,0.0007047760000000002
381,0.00021507999999999998,2.3327000000000002e-05,0.0009482299999999998
382,0.00028748999999999995,3.1149999999999985e-05,0.0012682000000000001
383,0.00038199000000000013,4.135e-05,0.0016861000000000003
384,0.00050455,5.456000000000002e-05,0.0022285000000000004
385,0.00066244,7.156e-05,0.002927800000000001
386,0.0008645000000000004,9.329999999999999e-05,0.0038236999999999993
387,0.0011215000000000008,0.00012086999999999996,0.0049642
388,0.0014461600000000002,0.00015564,0.006406700000000001
389,0.0018535899999999996,0.00019920000000000004,0.008219300000000006
390,0.0023616,0.0002534,0.010482199999999997
391,0.0029906000000000004,0.0003202000000000001,0.013289
392,0.0037644999999999987,0.00040240000000000013,0.016747
393,0.0047101999999999995,0.0005023000000000001,0.020980000000000006
394,0.0058581000000000015,0.0006232,0.026127
395,0.007242300000000001,0.0007684999999999999,0.03234399999999999
396,0.008899600000000002,0.0009417,0.039802000000000004
397,0.010870899999999998,0.0011478000000000003,0.048691000000000026
398,0.013198899999999998,0.0013903000000000003,0.05921
399,0.015929199999999998,0.0016739999999999997,0.07157600000000001
400,0.019109700000000007,0.0020044,0.08601089999999999
401,0.022787999999999992,0.002386,0.10273999999999998
402,0.027011000000000007,0.002822,0.12200000000000001
403,0.031829,0.0033190000000000008,0.14401999999999995
404,0.037278000000000006,0.0038800000000000015,0.16899
405,0.0434,0.004509,0.19712000000000005
406,0.05022299999999999,0.005209000000000001,0.22857000000000002
407,0.057764000000000024,0.005985000000000002,0.2634699999999999
408,0.06603800000000001,0.006833000000000002,0.30189999999999995
409,0.07503300000000002,0.007757,0.3438699999999999
410,0.08473599999999998,0.008756000000000002,0.38936599999999993
411,0.09504099999999999,0.009816,0.43796999999999997
412,0.10583600000000001,0.010918000000000002,0.4892199999999997
413,0.11706600000000002,0.012058,0.5429000000000002
414,0.128682,0.013236999999999999,0.5988100000000001
415,0.140638,0.014455999999999993,0.6567600000000001
416,0.152893,0.015716999999999995,0.7165800000000001
417,0.16541599999999998,0.017025000000000002,0.7781199999999999
418,0.1781909999999999,0.018398999999999995,0.8413100000000001
419,0.19121399999999994,0.019847999999999998,0.9061099999999996
420,0.20449200000000012,0.021391000000000004,0.9725420000000005
421,0.21764999999999993,0.022992000000000002,1.0389
422,0.230267,0.024598000000000002,1.1030999999999997
423,0.24231100000000003,0.026213,1.1651
424,0.253793,0.02784100000000001,1.2249000000000003
425,0.264737,0.029497000000000013,1.2824999999999998
426,0.275195,0.03119499999999999,1.3382000000000003
427,0.28530100000000014,0.032927000000000005,1.3926000000000003
428,0.2951429999999999,0.034738,1.4461
429,0.30486900000000006,0.036654000000000006,1.4993999999999996
430,0.31467900000000004,0.038676,1.5534800000000002
431,0.32435499999999995,0.04079200000000002,1.6071999999999997
432,0.33356999999999987,0.04294600000000002,1.6588999999999996
433,0.342243,0.04511400000000001,1.7082000000000006
434,0.35031199999999996,0.04733299999999998,1.7547999999999995
435,0.357719,0.04960199999999999,1.7985000000000002
436,0.3644819999999998,0.05193400000000001,1.8391999999999997
437,0.37049299999999985,0.054336999999999996,1.8766
438,0.3757270000000001,0.056822000000000004,1.910499999999999
439,0.38015800000000005,0.05939899999999999,1.9408000000000003
440,0.3837340000000001,0.06207699999999999,1.9672799999999995
441,0.3863269999999998,0.06473700000000003,1.9891000000000008
442,0.3878579999999999,0.06728500000000003,2.0057000000000005
443,0.38839600000000024,0.06976400000000005,2.0174
444,0.38797800000000016,0.072218,2.0243999999999995
445,0.386726,0.074704,2.0272999999999994
446,0.38469599999999987,0.07727200000000001,2.0264000000000006
447,0.38200599999999996,0.07997900000000001,2.0223
448,0.37870899999999996,0.08287400000000002,2.0153000000000003
449,0.37491499999999994,0.08600000000000003,2.0060000000000002
450,0.370702,0.08945600000000001,1.9948000000000012
451,0.366089,0.09294699999999996,1.9813999999999998
452,0.361045,0.09627499999999997,1.9653
453,0.3555179999999999,0.09953499999999998,1.9463999999999995
454,0.3494859999999999,0.10282900000000006,1.9248
455,0.34295699999999996,0.10625599999999999,1.9007000000000005
456,0.33589299999999994,0.10990100000000003,1.874100000000001
457,0.3282839999999999,0.11383500000000003,1.8450999999999997
458,0.32015,0.11816699999999997,1.8138999999999994
459,0.311475,0.122932,1.7806000000000006
460,0.302273,0.1282010000000001,1.7453700000000003
461,0.29285800000000006,0.13345700000000002,1.7091000000000003
462,0.283502,0.138323,1.6722999999999997
463,0.27404399999999995,0.14304199999999995,1.6346999999999994
464,0.2642630000000001,0.14778700000000006,1.5956
465,0.25408499999999995,0.15276099999999998,1.5549000000000004
466,0.24339200000000002,0.15810199999999996,1.5121999999999993
467,0.23218699999999998,0.16394099999999995,1.4673000000000005
468,0.22048799999999993,0.170362,1.4198999999999995
469,0.20819800000000002,0.17742500000000005,1.3700000000000003
470,0.195618,0.18518999999999994,1.3175600000000005
471,0.18303400000000009,0.19302499999999995,1.2623999999999997
472,0.170222,0.20031300000000007,1.2049999999999998
473,0.15734800000000004,0.20715599999999995,1.1466000000000003
474,0.14464999999999995,0.213644,1.0879999999999999
475,0.13234900000000005,0.21993999999999989,1.0302000000000002
476,0.12058400000000004,0.22616999999999998,0.9738299999999998
477,0.10945599999999997,0.23246699999999998,0.9194300000000002
478,0.09904200000000003,0.2390249999999999,0.86746
479,0.089388,0.2459969999999999,0.8182799999999998
480,0.08050699999999998,0.25358900000000006,0.772125
481,0.072034,0.2618759999999999,0.7282900000000002
482,0.06371000000000002,0.2706430000000002,0.6860399999999998
483,0.05569399999999998,0.279645,0.64553
484,0.04811699999999999,0.288694,0.6068499999999998
485,0.041072,0.297665,0.5700599999999998
486,0.03464200000000001,0.30646899999999994,0.5352199999999999
487,0.028895999999999998,0.31503499999999995,0.5023400000000001
488,0.023876,0.323335,0.4714
489,0.019628,0.331366,0.44238999999999995
490,0.016172000000000002,0.3391330000000002,0.4152539999999998
491,0.0133,0.34785999999999984,0.39002400000000015
492,0.010759000000000001,0.3583259999999998,0.3663989999999999
493,0.008541999999999994,0.37000100000000014,0.344015
494,0.006660999999999997,0.3824639999999999,0.32268899999999984
495,0.005131999999999998,0.39537900000000004,0.3023559999999999
496,0.003981999999999999,0.40848200000000023,0.28303600000000007
497,0.0032390000000000006,0.4215880000000001,0.26481600000000005
498,0.0029339999999999987,0.43461899999999987,0.2478479999999999
499,0.0031139999999999996,0.44760099999999975,0.23231800000000002
500,0.003816,0.46077700000000016,0.21850200000000009
501,0.005094999999999999,0.4743399999999999,0.20585099999999995
502,0.006935999999999999,0.48819999999999986,0.193596
503,0.009298999999999998,0.50234,0.18173599999999998
504,0.012146999999999998,0.5167400000000001,0.1702809999999999
505,0.015444000000000006,0.5313600000000003,0.15924899999999997
506,0.01915600000000001,0.5461900000000001,0.14867300000000003
507,0.02325,0.5611800000000001,0.138609
508,0.027689999999999992,0.5762900000000001,0.12909600000000007
509,0.032444000000000014,0.5915000000000001,0.120215
510,0.037465,0.6067409999999996,0.11204399999999999
511,0.042955999999999994,0.6221499999999998,0.10471000000000008
512,0.04911399999999999,0.6378299999999999,0.09819599999999999
513,0.05591999999999997,0.65371,0.09236099999999994
514,0.06334899999999999,0.66968,0.08708800000000004
515,0.07135799999999999,0.6856600000000003,0.082248
516,0.07990100000000001,0.7015499999999999,0.07774400000000002
517,0.08890899999999996,0.7172300000000004,0.073456
518,0.09829300000000002,0.7325700000000002,0.06926799999999998
519,0.10794900000000004,0.7474600000000001,0.06506000000000003
520,0.11774900000000003,0.7617569999999999,0.06070899999999999
521,0.12783900000000004,0.77534,0.056457000000000014
522,0.13844999999999996,0.7882200000000001,0.05260899999999999
523,0.14951600000000004,0.8004599999999998,0.049122
524,0.16104100000000002,0.8121399999999999,0.04595399999999999
525,0.172953,0.8233300000000001,0.04304999999999999
526,0.18520900000000004,0.8341200000000003,0.040368
527,0.19775499999999988,0.8445999999999999,0.03783900000000001
528,0.21053800000000006,0.85487,0.03538399999999999
529,0.22346000000000005,0.8650400000000003,0.032948999999999985
530,0.23649100000000003,0.8752109999999999,0.030451000000000006
531,0.24963300000000008,0.88537,0.028029
532,0.262972,0.8953699999999998,0.025861999999999996
533,0.2765150000000001,0.90515,0.02391999999999999
534,0.29026899999999983,0.9146500000000002,0.022173999999999992
535,0.3042129999999998,0.92381,0.02058399999999999
536,0.318361,0.9325499999999999,0.019126999999999998
537,0.33270499999999986,0.9408100000000001,0.017740000000000002
538,0.3472319999999998,0.9485200000000001,0.016403000000000008
539,0.3619260000000001,0.9556000000000001,0.015063999999999994
540,0.3767719999999999,0.9619880000000001,0.013676000000000002
541,0.3916829999999998,0.96754,0.012307999999999998
542,0.4065940000000001,0.97223,0.011056000000000002
543,0.4215390000000001,0.9761699999999998,0.009915000000000002
544,0.43651700000000004,0.9794599999999998,0.008872000000000003
545,0.45158400000000026,0.9822000000000001,0.007917999999999996
546,0.4667820000000002,0.9845199999999997,0.007029999999999999
547,0.4821470000000002,0.9865199999999996,0.006223000000000002
548,0.49773799999999985,0.9883199999999998,0.0054529999999999995
549,0.5136060000000002,0.9900199999999999,0.004714000000000001
550,0.5298259999999998,0.9917610000000004,0.003988
551,0.54644,0.9935300000000004,0.0032889999999999994
552,0.5634259999999999,0.9952299999999996,0.002645999999999999
553,0.5807260000000002,0.9967700000000002,0.0020629999999999997
554,0.5982900000000003,0.99809,0.001533
555,0.6160529999999999,0.99911,0.001091
556,0.6339480000000001,0.9997699999999998,0.0007109999999999999
557,0.6519010000000002,1.0,0.00040700000000000035
558,0.6698240000000002,0.9997100000000003,0.00018400000000000014
559,0.6876320000000002,0.9988500000000005,4.7000000000000085e-05
560,0.7052239999999996,0.9973399999999998,-1.3552527156068805e-20
561,0.722773,0.9952599999999998,1.6940658945086007e-21
562,0.7404829999999998,0.9927400000000003,3.3881317890172014e-21
563,0.7582730000000001,0.9897500000000002,0.0
564,0.7760829999999999,0.9863000000000002,0.0
565,0.7938319999999998,0.9823800000000003,0.0
566,0.8114360000000004,0.9779799999999997,0.0
567,0.8288220000000001,0.9731099999999998,0.0
568,0.8458790000000003,0.9677400000000003,0.0
569,0.8625249999999998,0.9618899999999997,0.0
570,0.8786550000000003,0.9555520000000004,0.0
571,0.8942079999999998,0.9486010000000002,0.0
572,0.9092059999999997,0.9409810000000006,0.0
573,0.9236720000000003,0.9327980000000002,0.0
574,0.937638,0.9241580000000003,0.0
575,0.9511619999999997,0.9151750000000003,0.0
576,0.9642830000000001,0.905954,0.0
577,0.9770679999999996,0.8966080000000005,0.0
578,0.9895899999999995,0.8872490000000001,0.0
579,1.0019100000000003,0.8779860000000004,0.0
580,1.01416,0.8689339999999993,0.0
581,1.0265000000000004,0.8601639999999997,0.0
582,1.0387999999999997,0.8515190000000001,0.0
583,1.0510000000000002,0.8429629999999998,0.0
584,1.0628999999999995,0.8343930000000002,0.0
585,1.0743,0.8256230000000001,0.0
586,1.0852,0.8167639999999999,0.0
587,1.0952,0.8075440000000002,0.0
588,1.1042000000000007,0.7979469999999999,0.0
589,1.1119999999999997,0.787893,0.0
590,1.1185199999999997,0.7774050000000001,0.0
591,1.1238000000000001,0.7664899999999997,0.0
592,1.1279999999999997,0.7553090000000002,0.0
593,1.1311000000000002,0.7438450000000002,0.0
594,1.1332000000000004,0.7321900000000001,0.0
595,1.1342999999999999,0.720353,0.0
596,1.1342999999999996,0.7082810000000003,0.0
597,1.1333,0.696055,0.0
598,1.1312,0.6836210000000001,0.0
599,1.1280999999999999,0.6710480000000003,0.0
600,1.1239899999999996,0.6583410000000002,0.0
601,1.1189000000000002,0.645545,0.0
602,1.1129000000000004,0.632718,0.0
603,1.1058999999999999,0.619815,0.0
604,1.0979999999999999,0.6068870000000002,0.0
605,1.0891,0.5938780000000001,0.0
606,1.0792,0.580781,0.0
607,1.0684000000000002,0.5676529999999997,0.0
608,1.0566999999999998,0.55449,0.0
609,1.0440000000000005,0.541228,0.0
610,1.0304800000000005,0.527963,0.0
611,1.0160000000000002,0.5146340000000001,0.0
612,1.0008,0.5013629999999999,0.0
613,0.9847899999999998,0.48812400000000006,0.0
614,0.9680800000000005,0.47493500000000005,0.0
615,0.95074,0.4618340000000001,0.0
616,0.9327999999999999,0.4488229999999999,0.0
617,0.9143399999999997,0.4359169999999999,0.0
618,0.8953899999999997,0.4231530000000002,0.0
619,0.8760300000000001,0.4105260000000001,0.0
620,0.8562970000000003,0.398057,0.0
621,0.8363499999999997,0.38583500000000015,0.0
622,0.8162900000000002,0.37395100000000003,0.0
623,0.7960500000000001,0.3623110000000001,0.0
624,0.7756100000000004,0.35086300000000004,0.0
625,0.7549300000000001,0.33955399999999997,0.0
626,0.7339899999999999,0.328309,0.0
627,0.7127800000000002,0.3171179999999999,0.0
628,0.6912900000000003,0.30593599999999993,0.0
629,0.6695200000000004,0.29473700000000014,0.0
630,0.6474670000000002,0.283493,0.0
631,0.6251100000000002,0.272222,0.0
632,0.6025200000000003,0.26099000000000017,0.0
633,0.57989,0.24987700000000007,0.0
634,0.5573699999999998,0.23894599999999988,0.0
635,0.5351099999999999,0.22825400000000004,0.0
636,0.5132399999999999,0.21785299999999985,0.0
637,0.49185999999999996,0.20778000000000002,0.0
638,0.4710799999999999,0.19807199999999994,0.0
639,0.45096000000000025,0.18874799999999997,0.0
640,0.4315670000000002,0.17982800000000002,0.0
641,0.41287,0.17128500000000002,0.0
642,0.39475,0.16305899999999995,0.0
643,0.37721000000000005,0.155151,0.0
644,0.36019,0.14753499999999994,0.0
645,0.34368999999999994,0.14021099999999997,0.0
646,0.3276899999999999,0.13317000000000007,0.0
647,0.31216999999999995,0.1264,0.0
648,0.2971100000000001,0.11989200000000003,0.0
649,0.28249999999999986,0.11364,0.0
650,0.2683289999999999,0.107633,0.0
651,0.25459,0.10186999999999999,0.0
652,0.24129999999999996,0.096347,0.0
653,0.22847999999999988,0.091063,0.0
654,0.21614000000000005,0.08600999999999995,0.0
655,0.20429999999999995,0.08118700000000002,0.0
656,0.19295000000000004,0.076583,0.0
657,0.18211000000000002,0.072198,0.0
658,0.17176999999999998,0.068024,0.0
659,0.16191999999999995,0.06405200000000001,0.0
660,0.15256800000000004,0.06028100000000002,0.0
661,0.14367000000000002,0.056696999999999984,0.0
662,0.13519999999999996,0.05329199999999998,0.0
663,0.12713,0.050059000000000006,0.0
664,0.11948,0.046998,0.0
665,0.11220999999999995,0.044095999999999996,0.0
666,0.10530999999999999,0.04134500000000003,0.0
667,0.09878600000000003,0.03875070000000003,0.0
668,0.09261000000000003,0.03629779999999999,0.0
669,0.08677299999999996,0.033983200000000005,0.0
670,0.0812606,0.03180039999999999,0.0
671,0.07604800000000002,0.029739499999999985,0.0
672,0.07111399999999997,0.027791800000000002,0.0
673,0.06645400000000003,0.02595510000000001,0.0
674,0.062061999999999985,0.024226299999999996,0.0
