wavelength,value
380,9.795099608867382
381,10.009589681195198
382,10.22726527220535
383,10.448143663716701
384,10.672241774777197
385,10.899576157801631
386,11.13016299484
387,11.364018093977009
388,11.601156885862817
389,11.841594420374896
390,12.08534536341114
391,12.332423993814261
392,12.582844200427107
393,12.836619479278848
394,13.093762930901613
395,13.354287257777719
396,13.618204761916234
397,13.885527342559515
398,14.156266494018213
399,14.430433303634912
400,14.708038449875502
401,14.989092200547516
402,15.273604411144962
403,15.561584523318865
404,15.8530415634724
405,16.147984141480254
406,16.446420449530862
407,16.74835826109082
408,17.053804929990548
409,17.362767389629926
410,17.67525215230305
411,17.991265308640823
412,18.31081252717074
413,18.633899053991634
414,18.960529712563567
415,19.290708903610355
416,19.624440605134463
417,19.961728372542048
418,20.30257533887779
419,20.646984215167233
420,20.994957290865997
421,21.346496434413964
422,21.70160309389327
423,22.060278297788404
424,22.422522655847608
425,22.788336360042955
426,23.15771918562865
427,23.53067049229556
428,23.90718922542056
429,24.287273917408804
430,24.670922689127945
431,25.058133251432338
432,25.448902906775675
433,25.843228550910442
434,26.241106674672764
435,26.642533365850888
436,27.04750431113553
437,27.45601479815078
438,27.868059717563792
439,28.283633565271575
440,28.702730444663004
441,29.125344068955158
442,29.551467763601377
443,29.981094468770223
444,30.4142167418932
445,30.850826760279453
446,31.29091632379679
447,31.734476857615874
448,32.18149941501715
449,32.63197468025875
450,33.0858929715025
451,33.54324424379884
452,34.0040180921259
453,34.46820375448434
454,34.935790115043666
455,35.40676570734003
456,35.88111871752372
457,36.358836987653824
458,36.83990801903976
459,37.32431897562726
460,37.8120566874275
461,38.303107653988164
462,38.79745804790403
463,39.29509371836681
464,39.796000194751755
465,40.30016269023955
466,40.80756610547311
467,41.318195032246145
468,41.83203375722374
469,42.34906626569217
470,42.869276245337296
471,43.39264709004959
472,43.919161903755466
473,44.44880350427191
474,44.981554427184406
475,45.51739692974648
476,46.05631299479896
477,46.598284334708254
478,47.1432923953224
479,47.69131835994325
480,48.242343153313406
481,48.796347445616895
482,49.35331165649322
483,49.913215959061716
484,50.47604028395651
485,51.041764323370195
486,51.610367535106036
487,52.18182914663518
488,52.756128159162024
489,53.33324335169103
490,53.91315328509929
491,54.495836306210016
492,55.08127055186787
493,55.669433953014355
494,56.26030423876193
495,56.853858940467404
496,57.45007539580126
497,58.04893075281422
498,58.65040197399871
499,59.25446584034465
500,59.86109895538909
501,60.47027774925761
502,61.081978482698986
503,61.69617725110917
504,62.31284998854591
505,62.93197247173279
506,63.55352032405192
507,64.17746901952331
508,64.80379388677207
509,65.43247011298125
510,66.06347274783063
511,66.69677670741949
512,67.33235677817383
513,67.97018762073718
514,68.61024377384334
515,69.25249965817169
516,69.89692958018415
517,70.5435077359421
518,71.19220821490423
519,71.84300500370372
520,72.49587198990484
521,73.15078296573708
522,73.8077116318086
523,74.46663160079638
524,75.12751640111297
525,75.79033948055132
526,76.4550742099032
527,77.12169388655546
528,77.79017173806055
529,78.46048092568101
530,79.13259454790965
531,79.80648564396242
532,80.48212719724606
533,81.15949213879695
534,81.83855335069514
535,82.51928366944945
536,83.20165588935453
537,83.88564276582038
538,84.57121701867315
539,85.2583513354275
540,85.94701837452934
541,86.63719076856961
542,87.3288411274686
543,88.02194204163
544,88.71646608506575
545,89.41238581849036
546,90.10967379238394
547,90.8083025500264
548,91.5082446304983
549,92.20947257165423
550,92.91195891306121
551,93.61567619890943
552,94.32059698088834
553,95.02669382103365
554,95.73393929454207
555,96.44230599255287
556,97.15176652490045
557,97.86229352283175
558,98.5738596416942
559,99.28643756358998
560,100.0
561,100.71451969437281
562,101.42996942468463
563,102.14632200596425
564,102.8635502927882
565,103.58162718174091
566,104.30052561384544
567,105.02021857695955
568,105.74067910814132
569,106.46188029598082
570,107.1837952829008
571,107.9063972674248
572,108.62965950641299
573,109.3535553172661
574,110.0780580800969
575,110.80314123986994
576,111.52877830850908
577,112.25494286697445
578,112.98160856730468
579,113.7087491346313
580,114.43633836915748
581,115.16435014810928
582,115.89275842765139
583,116.6215372447752
584,117.35066071915303
585,118.08010305496282
586,118.80983854268084
587,119.53984156084466
588,120.27008657778366
589,121.00054815332139
590,121.73120094044467
591,122.46201968694537
592,123.19297923702871
593,123.92405453289523
594,124.65522061628975
595,125.38645263002222
596,126.117725819459
597,126.84901553398473
598,127.58029722843371
599,128.31154646449477
600,129.0427389120851
601,129.77385035069682
602,130.5048566707137
603,131.23573387470108
604,131.96645807866648
605,132.69700551329365
606,133.42735252514737
607,134.15747557785164
608,134.88735125324024
609,135.61695625248106
610,136.34626739717154
611,137.0752616304097
612,137.80391601783725
613,138.5322077486564
614,139.2601141366214
615,139.98761262100405
616,140.71468076753186
617,141.4412962693042
618,142.16743694767965
619,142.89308075314014
620,143.61820576613079
621,144.34279019787428
622,145.0668123911598
623,145.79025082111107
624,146.51308409592718
625,147.23529095760173
626,147.9568502826172
627,148.67774108261813
628,149.3979425050584
629,150.11743383382856
630,150.8361944898584
631,151.5542040316993
632,152.27144215608223
633,152.9878886984562
634,153.70352363350267
635,154.41832707563108
636,155.13227927945096
637,155.84536064022473
638,156.55755169429926
639,157.26883311951607
640,157.97918573560304
641,158.68859050454455
642,159.39702853093246
643,160.1044810622977
644,160.8109294894224
645,161.51635534663245
646,162.22074031207183
647,162.92406620795785
648,163.62631500081824
649,164.3274688017103
650,165.02750986642087
651,165.72642059565035
652,166.42418353517772
653,167.12078137600884
654,167.8161969545078
655,168.51041325251126
656,169.20341339742595
657,169.89518066231037
658,170.58569846593946
659,171.27495037285402
660,171.9629200933943
661,172.64959148371705
662,173.33494854579953
663,174.0189754274254
664,174.70165642215844
665,175.38297596929948
666,176.06291865383108
667,176.74146920634547
668,177.41861250296054
669,178.0943335652209
670,178.76861755998513
671,179.44144979930093
672,180.11281574026566
673,180.7827009848745
674,181.4510912798555
675,182.11797251649284
676,182.78333073043672
677,183.4471521015011
678,184.10942295345046
679,184.7701297537735
680,185.429259113446
681,186.0867977866821
682,186.74273267067443
683,187.39705080532232
684,188.0497393729509
685,188.7007856980185
686,189.35017724681236
687,189.99790162713694
688,190.64394658798977
689,191.28830001922805
690,191.93094995122593
691,192.57188455452126
692,193.21109213945493
693,193.8485611557983
694,194.48428019237335
695,195.11823797666437
696,195.7504233744189
697,196.3808253892428
698,197.00943316218445
699,197.63623597131317
700,198.26122323128703
701,198.88438449291553
702,199.50570944271269
703,200.12518790244266
704,200.74280982865963
705,201.35856531223905
706,201.97244457790137
707,202.58443798373094
708,203.194536020686
709,203.8027293121036
710,204.40900861319713
711,205.01336481054858
712,205.61578892159298
713,206.21627209409888
714,206.8148056056417
715,207.41138086307174
716,208.00598940197582
717,208.59862288613627
718,209.1892731069802
719,209.77793198302768
720,210.36459155933298
721,210.949244006921
722,211.5318816222192
723,212.11249682648526
724,212.69108216522997
725,213.26763030763547
726,213.84213404596946
727,214.41458629499573
728,214.9849800913805
729,215.5533085930941
730,216.11956507881058
731,216.68374294730182
732,217.24583571682965
733,217.8058370245337
734,218.36374062581655
735,218.91954039372544
736,219.4732303183309
737,220.02480450610224
738,220.57425717928137
739,221.12158267525226
740,221.66677544590908
741,222.20983005702104
742,222.75074118759554
743,223.28950362923837
744,223.82611228551227
745,224.3605621712929
746,224.8928484121233
747,225.42296624356644
748,225.95091101055525
749,226.47667816674155
750,227.00026327384376
751,227.52166200099254
752,228.04087012407425
753,228.55788352507574
754,229.07269819142405
755,229.58531021532815
756,230.09571579311813
757,230.60391122458435
758,231.1098929123135
759,231.61365736102758
760,232.1152011769173
761,232.61452106698005
762,233.11161383835332
763,233.60647639764866
764,234.0991057502863
765,234.58949899982892
766,235.07765334731408
767,235.56356609058707
768,236.04723462363478
769,236.52865643591775
770,237.0078291117033
771,237.4847503293978
772,237.9594178608808
773,238.43182957083673
774,238.90198341608993
775,239.36987744493732
776,239.8355097964829
777,240.2988786999729
778,240.75998247413025
779,241.21881952649014
780,241.67538835273726
