wavelength,value
380,0.9
381,0.9440000000000001
382,0.9880000000000001
383,1.032
384,1.076
385,1.12
386,1.1680000000000001
387,1.2160000000000002
388,1.264
389,1.312
390,1.36
391,1.4080000000000001
392,1.4560000000000002
393,1.504
394,1.552
395,1.6
396,1.798
397,1.996
398,2.194
399,2.392
400,2.59
401,4.632
402,6.674
403,8.716000000000001
404,10.758000000000001
405,12.8
406,10.850000000000001
407,8.9
408,6.950000000000001
409,5.000000000000001
410,3.05
411,2.952
412,2.854
413,2.756
414,2.658
415,2.56
416,2.62
417,2.68
418,2.7399999999999998
419,2.8
420,2.86
421,2.948
422,3.036
423,3.1239999999999997
424,3.2119999999999997
425,3.3
426,3.404
427,3.508
428,3.6119999999999997
429,3.7159999999999997
430,3.82
431,9.58
432,15.34
433,21.099999999999998
434,26.86
435,32.62
436,28.25
437,23.88
438,19.509999999999998
439,15.14
440,10.77
441,9.783999999999999
442,8.798
443,7.811999999999999
444,6.826
445,5.84
446,5.986
447,6.132
448,6.2780000000000005
449,6.424
450,6.57
451,6.706
452,6.8420000000000005
453,6.978
454,7.114
455,7.25
456,7.372
457,7.494
458,7.6160000000000005
459,7.738
460,7.86
461,7.958
462,8.056000000000001
463,8.154
464,8.251999999999999
465,8.35
466,8.43
467,8.51
468,8.59
469,8.67
470,8.75
471,8.812
472,8.874
473,8.936
474,8.998000000000001
475,9.06
476,9.110000000000001
477,9.16
478,9.21
479,9.26
480,9.31
481,9.344000000000001
482,9.378
483,9.412
484,9.446
485,9.48
486,9.506
487,9.532
488,9.558
489,9.584
490,9.61
491,9.623999999999999
492,9.638
493,9.652
494,9.666
495,9.68
496,9.692
497,9.704
498,9.716
499,9.728
500,9.74
501,9.768
502,9.796000000000001
503,9.824
504,9.852
505,9.88
506,9.912
507,9.944
508,9.975999999999999
509,10.008
510,10.04
511,10.084
512,10.128
513,10.171999999999999
514,10.216
515,10.26
516,10.304
517,10.348
518,10.392
519,10.436
520,10.48
521,10.51
522,10.540000000000001
523,10.57
524,10.600000000000001
525,10.63
526,10.66
527,10.69
528,10.72
529,10.75
530,10.78
531,10.815999999999999
532,10.852
533,10.888
534,10.924000000000001
535,10.96
536,11.004000000000001
537,11.048
538,11.092
539,11.136
540,11.18
541,14.486
542,17.792
543,21.098
544,24.404
545,27.71
546,25.426000000000002
547,23.142
548,20.858
549,18.573999999999998
550,16.29
551,15.488
552,14.686
553,13.883999999999999
554,13.081999999999999
555,12.28
556,12.372
557,12.464
558,12.556
559,12.648
560,12.74
561,12.834
562,12.928
563,13.022
564,13.116000000000001
565,13.21
566,13.298
567,13.386000000000001
568,13.474
569,13.562000000000001
570,13.65
571,14.234
572,14.818
573,15.402000000000001
574,15.986
575,16.57
576,16.884
577,17.198
578,17.512
579,17.826
580,18.14
581,17.422
582,16.704
583,15.986
584,15.268
585,14.55
586,14.57
587,14.59
588,14.610000000000001
589,14.63
590,14.65
591,14.652000000000001
592,14.654
593,14.656
594,14.658
595,14.66
596,14.65
597,14.64
598,14.629999999999999
599,14.62
600,14.61
601,14.588
602,14.565999999999999
603,14.544
604,14.522
605,14.5
606,14.478
607,14.456
608,14.434000000000001
609,14.412
610,14.39
611,14.392000000000001
612,14.394
613,14.396
614,14.398
615,14.4
616,14.414
617,14.428
618,14.442
619,14.456000000000001
620,14.47
621,14.5
622,14.53
623,14.56
624,14.59
625,14.62
626,14.639999999999999
627,14.66
628,14.68
629,14.700000000000001
630,14.72
631,14.686
632,14.652000000000001
633,14.618
634,14.584000000000001
635,14.55
636,14.520000000000001
637,14.49
638,14.46
639,14.43
640,14.4
641,14.436
642,14.472
643,14.508000000000001
644,14.544
645,14.58
646,14.64
647,14.700000000000001
648,14.76
649,14.82
650,14.88
651,15.006
652,15.132
653,15.258000000000001
654,15.384
655,15.51
656,15.502
657,15.494
658,15.486
659,15.478
660,15.47
661,15.016
662,14.562
663,14.108
664,13.654
665,13.2
666,12.674
667,12.148
668,11.622
669,11.096
670,10.57
671,10.292
672,10.014
673,9.736
674,9.458
675,9.18
676,8.994
677,8.808
678,8.622
679,8.436
680,8.25
681,8.114
682,7.978
683,7.8420000000000005
684,7.706
685,7.57
686,7.462000000000001
687,7.354
688,7.246
689,7.138
690,7.03
691,6.894
692,6.758
693,6.622
694,6.486
695,6.35
696,6.223999999999999
697,6.098
698,5.9719999999999995
699,5.846
700,5.72
701,5.6259999999999994
702,5.532
703,5.438
704,5.344
705,5.25
706,5.16
707,5.07
708,4.9799999999999995
709,4.89
710,4.8
711,4.6979999999999995
712,4.596
713,4.494
714,4.392
715,4.29
716,4.192
717,4.094
718,3.996
719,3.8979999999999997
720,3.8
721,3.726
722,3.652
723,3.578
724,3.504
725,3.43
726,3.3680000000000003
727,3.306
728,3.244
729,3.182
730,3.12
731,3.068
732,3.016
733,2.964
734,2.912
735,2.86
736,2.816
737,2.772
738,2.728
739,2.684
740,2.64
741,2.5980000000000003
742,2.556
743,2.5140000000000002
744,2.472
745,2.43
746,2.396
747,2.362
748,2.328
749,2.294
750,2.26
751,2.2359999999999998
752,2.2119999999999997
753,2.188
754,2.164
755,2.14
756,2.116
757,2.092
758,2.068
759,2.044
760,2.02
761,1.982
762,1.944
763,1.9060000000000001
764,1.868
765,1.83
766,1.786
767,1.742
768,1.6980000000000002
769,1.6540000000000001
770,1.61
771,1.564
772,1.518
773,1.472
774,1.426
775,1.38
776,1.3279999999999998
777,1.276
778,1.224
779,1.1720000000000002
780,1.12
