wavelength,CES01,CES02,CES03,CES04,CES05,CES06,CES07,CES08,CES09,CES10,CES11,CES12,CES13,CES14,CES15,CES16,CES17,CES18,CES19,CES20,CES21,CES22,CES23,CES24,CES25,CES26,CES27,CES28,CES29,CES30,CES31,CES32,CES33,CES34,CES35,CES36,CES37,CES38,CES39,CES40,CES41,CES42,CES43,CES44,CES45,CES46,CES47,CES48,CES49,CES50,CES51,CES52,CES53,CES54,CES55,CES56,CES57,CES58,CES59,CES60,CES61,CES62,CES63,CES64,CES65,CES66,CES67,CES68,CES69,CES70,CES71,CES72,CES73,CES74,CES75,CES76,CES77,CES78,CES79,CES80,CES81,CES82,CES83,CES84,CES85,CES86,CES87,CES88,CES89,CES90,CES91,CES92,CES93,CES94,CES95,CES96,CES97,CES98,CES99
480,0.5515,0.1656,0.06069,0.20462,0.05586,0.10743,0.0511,0.05647,0.05142,0.17192,0.05174,0.06159,0.04863,0.3634,0.3066,0.06972,0.07145,0.139,0.1251,0.13394,0.18935,0.1444,0.58732,0.317,0.05188,0.2734,0.292,0.04999,0.32892,0.24313,0.34621,0.1412,0.58809,0.07121,0.0544,0.52832,0.062,0.59562,0.06224,0.10655,0.6965,0.10793,0.171,0.0483,0.13064,0.2651,0.4048,0.46753,0.12163,0.1958,0.24056,0.08687,0.1928,0.7547,0.72132,0.57658,0.3827,0.35681,0.7405,0.7622,0.55128,0.4299,0.09914,0.50514,0.19103,0.3397,0.3989,0.45897,0.25277,0.71916,0.2195,0.55264,0.52663,0.05927,0.2012,0.4236,0.27334,0.3355,0.63104,0.52497,0.26179,0.761,0.5136,0.05816,0.16007,0.46484,0.17614,0.37591,0.12423,0.152,0.59734,0.28247,0.39971,0.11362,0.43067,0.52046,0.1548,0.22049,0.1438
485,0.54016,0.15602,0.05967,0.18884,0.05323,0.10413,0.05039,0.05633,0.0534,0.16834,0.04833,0.05719,0.05497,0.36454,0.31208,0.07323,0.07305,0.14355,0.12501,0.18288,0.19425,0.15365,0.59526,0.32939,0.0524,0.29329,0.29516,0.05113,0.35533,0.2497,0.38299,0.16307,0.61048,0.08063,0.05841,0.52853,0.06453,0.61049,0.06742,0.12302,0.71398,0.12099,0.21203,0.04879,0.14961,0.29289,0.43811,0.48971,0.14087,0.21832,0.2664,0.106,0.21822,0.76285,0.73246,0.61368,0.40983,0.37901,0.75796,0.76636,0.562,0.43128,0.10306,0.52064,0.1988,0.34943,0.40878,0.46435,0.25679,0.71161,0.21333,0.55149,0.51095,0.05923,0.19094,0.40603,0.26346,0.31099,0.61778,0.50256,0.24644,0.75186,0.49766,0.05926,0.15576,0.44597,0.16448,0.35912,0.11336,0.13979,0.59009,0.27445,0.38682,0.10476,0.41862,0.50593,0.14093,0.20561,0.13581
490,0.53,0.1481,0.05944,0.17488,0.0514,0.10171,0.0498,0.05609,0.05585,0.16488,0.04593,0.05416,0.06332,0.3656,0.318,0.07667,0.07441,0.1484,0.1256,0.2232,0.19927,0.16337,0.60357,0.3447,0.0551,0.315,0.30288,0.05184,0.37997,0.25715,0.42055,0.1869,0.62424,0.09207,0.06371,0.52959,0.068,0.62077,0.07389,0.14427,0.7262,0.1398,0.2619,0.0493,0.17359,0.3195,0.464,0.50918,0.15921,0.24453,0.29663,0.13056,0.2479,0.7684,0.74115,0.64244,0.4325,0.39557,0.7765,0.76953,0.57549,0.4289,0.10525,0.52858,0.20027,0.3519,0.4103,0.47144,0.26298,0.70123,0.2039,0.54955,0.49575,0.05888,0.1774,0.3869,0.25141,0.28943,0.60176,0.4778,0.23007,0.7418,0.4827,0.06103,0.14927,0.42761,0.1534,0.34056,0.10344,0.1287,0.58275,0.26514,0.37157,0.09637,0.40662,0.49141,0.1264,0.1923,0.1284
495,0.51942,0.14026,0.05601,0.16337,0.04991,0.09999,0.04936,0.05569,0.05805,0.1625,0.04441,0.05087,0.07191,0.36676,0.32476,0.07996,0.07559,0.15359,0.12801,0.2432,0.20499,0.17397,0.61278,0.36343,0.05851,0.34048,0.31468,0.05266,0.40328,0.26432,0.46097,0.21218,0.6331,0.10573,0.06999,0.53055,0.07115,0.62698,0.08031,0.16617,0.73336,0.16761,0.3233,0.04986,0.20369,0.34297,0.47933,0.52583,0.17469,0.27019,0.32597,0.15571,0.28105,0.77166,0.74752,0.66137,0.4487,0.40468,0.79473,0.77145,0.58884,0.42262,0.10508,0.52895,0.19443,0.34737,0.40282,0.47732,0.26902,0.688,0.19206,0.54681,0.48059,0.05785,0.16234,0.36621,0.23809,0.27027,0.5833,0.45229,0.21652,0.73044,0.46771,0.06267,0.14321,0.40934,0.1429,0.32103,0.09358,0.11977,0.57511,0.25488,0.357,0.08937,0.39437,0.47729,0.11163,0.1797,0.12204
500,0.5095,0.1327,0.05392,0.1556,0.04869,0.09856,0.049,0.05529,0.05925,0.16135,0.04337,0.04867,0.07909,0.3682,0.33168,0.0832,0.07648,0.159,0.1348,0.24664,0.21238,0.18569,0.62303,0.3854,0.06343,0.3692,0.32907,0.0578,0.42723,0.27011,0.50101,0.2387,0.64079,0.12138,0.07648,0.53092,0.072,0.6327,0.08563,0.186,0.7364,0.20821,0.3891,0.0504,0.23996,0.3624,0.4848,0.54042,0.18701,0.29107,0.34883,0.17817,0.3137,0.773,0.75151,0.67063,0.458,0.4069,0.81,0.77193,0.6007,0.41302,0.10285,0.5225,0.18339,0.3365,0.3879,0.47999,0.27359,0.67187,0.178,0.54326,0.46418,0.05629,0.1465,0.3435,0.22535,0.2517,0.56373,0.4272,0.20356,0.7188,0.453,0.06351,0.13436,0.39068,0.13255,0.30254,0.08459,0.1126,0.56692,0.24532,0.34356,0.08341,0.38166,0.46359,0.0988,0.16765,0.1165
505,0.50163,0.12604,0.05202,0.1519,0.04783,0.09712,0.04866,0.05505,0.05899,0.1612,0.04243,0.04995,0.08373,0.37009,0.33767,0.08647,0.07701,0.16433,0.14805,0.2407,0.22278,0.19876,0.63425,0.41039,0.07062,0.40017,0.34463,0.06583,0.45369,0.27155,0.53702,0.26636,0.65018,0.13906,0.08244,0.53193,0.07038,0.64011,0.08916,0.20198,0.73638,0.26399,0.45024,0.05082,0.27414,0.37735,0.48229,0.55383,0.19627,0.30412,0.36119,0.19575,0.34111,0.77289,0.75312,0.67106,0.46055,0.40341,0.8199,0.77082,0.61031,0.40101,0.09908,0.51016,0.16987,0.32016,0.36754,0.47816,0.27587,0.65288,0.16197,0.53894,0.44544,0.05448,0.1304,0.31848,0.21297,0.23219,0.54443,0.40344,0.18994,0.70796,0.43916,0.06315,0.12644,0.37145,0.12197,0.28662,0.07741,0.10642,0.55949,0.23679,0.33108,0.07795,0.36832,0.45025,0.08993,0.15642,0.11137
510,0.4958,0.1209,0.04895,0.15143,0.04761,0.096,0.0484,0.05496,0.05771,0.16111,0.04169,0.05235,0.08654,0.3727,0.34119,0.08973,0.07747,0.1688,0.1664,0.23085,0.23849,0.21356,0.64599,0.4386,0.08218,0.4329,0.35691,0.07923,0.48277,0.272,0.56908,0.2952,0.66068,0.16048,0.08763,0.53347,0.074,0.64719,0.0913,0.21465,0.7342,0.33133,0.4997,0.0511,0.30443,0.388,0.4745,0.56646,0.20241,0.31122,0.3657,0.20908,0.3585,0.7722,0.75259,0.66461,0.4571,0.39562,0.8244,0.76796,0.61757,0.3882,0.09414,0.49295,0.15589,0.2998,0.3433,0.47257,0.27606,0.63147,0.1452,0.53389,0.42486,0.05282,0.1148,0.2919,0.20098,0.21258,0.526,0.3814,0.17481,0.6979,0.4267,0.06193,0.12123,0.35265,0.1112,0.27176,0.07195,0.1002,0.55297,0.22756,0.31952,0.07299,0.35445,0.4372,0.0848,0.14727,0.1061
515,0.49171,0.11769,0.04762,0.15412,0.04831,0.09563,0.04828,0.05495,0.05602,0.16047,0.04131,0.05565,0.08841,0.37625,0.34098,0.09289,0.07817,0.17166,0.18711,0.22122,0.26174,0.23039,0.65789,0.47037,0.10589,0.46717,0.36974,0.09316,0.51378,0.27353,0.59786,0.32517,0.67101,0.18727,0.09226,0.53402,0.08994,0.65171,0.09256,0.22435,0.73061,0.40352,0.53263,0.05122,0.32537,0.39477,0.46402,0.57838,0.20542,0.31477,0.36586,0.21853,0.36251,0.77164,0.7501,0.65332,0.44861,0.38483,0.82407,0.76324,0.62184,0.37623,0.08838,0.47185,0.14313,0.27692,0.31661,0.46378,0.27413,0.60796,0.12916,0.52809,0.40323,0.05164,0.10054,0.26503,0.18934,0.19421,0.50863,0.36127,0.15838,0.68834,0.41592,0.06027,0.11599,0.33549,0.10054,0.25598,0.06776,0.09321,0.54597,0.21696,0.30897,0.06865,0.34032,0.42459,0.08234,0.14136,0.10032
520,0.4894,0.1161,0.04647,0.16036,0.05011,0.09619,0.0482,0.05491,0.0542,0.16075,0.04139,0.0598,0.08912,0.3808,0.33712,0.09576,0.07924,0.1728,0.2052,0.21248,0.2934,0.24906,0.67036,0.5062,0.14388,0.5032,0.38422,0.10443,0.54473,0.2763,0.6226,0.3558,0.68048,0.21932,0.09785,0.53283,0.115,0.65373,0.09254,0.22825,0.7261,0.46746,0.5507,0.0512,0.33756,0.3983,0.4522,0.58866,0.20553,0.31449,0.36203,0.22052,0.3554,0.7709,0.74537,0.63836,0.4362,0.37179,0.8196,0.7568,0.61965,0.36636,0.08232,0.44761,0.13275,0.2527,0.2889,0.4497,0.26802,0.58201,0.1153,0.52121,0.38078,0.05083,0.0886,0.2402,0.1775,0.17803,0.49145,0.34289,0.14046,0.679,0.4064,0.05806,0.11004,0.32078,0.09085,0.23869,0.0642,0.086,0.53793,0.20634,0.30003,0.06493,0.32703,0.41355,0.0803,0.13849,0.0944
525,0.48884,0.11569,0.04398,0.17075,0.05302,0.09777,0.04807,0.05477,0.0524,0.16357,0.04207,0.06338,0.08836,0.38614,0.33041,0.09824,0.08086,0.17246,0.21662,0.20455,0.33353,0.26935,0.68406,0.54626,0.19506,0.54088,0.39686,0.11237,0.57367,0.27819,0.64264,0.38644,0.68881,0.25474,0.1057,0.53039,0.14309,0.65447,0.09086,0.22393,0.72102,0.51124,0.55722,0.05107,0.34253,0.39931,0.43995,0.59648,0.20313,0.30979,0.35401,0.21204,0.34058,0.7695,0.7381,0.62052,0.42088,0.35707,0.8116,0.74895,0.60824,0.35908,0.07644,0.42095,0.12537,0.2282,0.26145,0.42856,0.25609,0.55343,0.10467,0.51298,0.35769,0.05013,0.07973,0.21929,0.16598,0.16458,0.4737,0.32612,0.12315,0.6698,0.39769,0.05512,0.104,0.3089,0.08296,0.22042,0.06078,0.07945,0.52943,0.19676,0.29316,0.06185,0.31562,0.40517,0.07659,0.13788,0.08894
530,0.4894,0.1161,0.04102,0.18586,0.05654,0.10033,0.0479,0.05459,0.0506,0.16904,0.04366,0.07119,0.08654,0.3911,0.32312,0.10056,0.08358,0.1716,0.2233,0.19769,0.38028,0.29154,0.69997,0.5894,0.25332,0.5784,0.40592,0.11717,0.60006,0.27862,0.65921,0.4162,0.69672,0.28642,0.11485,0.5286,0.167,0.65538,0.088,0.21393,0.7155,0.53408,0.5555,0.0509,0.34239,0.3986,0.4277,0.60236,0.19895,0.30149,0.34248,0.1963,0.3203,0.7673,0.72853,0.59994,0.403,0.34094,0.8003,0.74036,0.59038,0.35246,0.0709,0.39281,0.12004,0.2043,0.2351,0.40271,0.24031,0.52327,0.0969,0.5039,0.33451,0.04915,0.0736,0.2015,0.15478,0.1533,0.45601,0.31138,0.11069,0.6615,0.39,0.0517,0.09716,0.29884,0.07705,0.20493,0.05768,0.0743,0.52207,0.18816,0.28788,0.05952,0.30624,0.39949,0.071,0.13781,0.0847
535,0.49068,0.1171,0.04046,0.20558,0.06008,0.10388,0.04775,0.05446,0.04872,0.17689,0.04679,0.08203,0.08414,0.39457,0.31756,0.10293,0.08811,0.17132,0.22905,0.19234,0.43126,0.31594,0.71856,0.6341,0.3075,0.614,0.41045,0.11799,0.62365,0.27889,0.67373,0.44402,0.70489,0.3078,0.12372,0.52848,0.18168,0.65739,0.08461,0.20158,0.70967,0.53861,0.54854,0.05076,0.33797,0.39682,0.41577,0.60683,0.19369,0.29047,0.328,0.1777,0.29646,0.76421,0.71689,0.57664,0.38264,0.32357,0.78591,0.73159,0.56965,0.34451,0.06586,0.36403,0.11552,0.18174,0.21043,0.3752,0.22327,0.49283,0.091,0.49461,0.31157,0.04764,0.06947,0.18521,0.14464,0.14323,0.43928,0.29903,0.10618,0.65484,0.38378,0.04814,0.09359,0.28927,0.07288,0.1958,0.05526,0.07114,0.51669,0.18045,0.28365,0.058,0.2988,0.39625,0.06414,0.13679,0.08227
540,0.4938,0.1187,0.04187,0.22892,0.06335,0.10861,0.0477,0.05441,0.04668,0.18673,0.05302,0.09658,0.08118,0.3966,0.31476,0.10535,0.09531,0.1725,0.2393,0.18925,0.48394,0.34258,0.73784,0.6788,0.35271,0.6477,0.41237,0.11843,0.64365,0.27955,0.68657,0.4683,0.71287,0.31975,0.13045,0.5289,0.192,0.65954,0.0811,0.18858,0.7039,0.52991,0.538,0.0506,0.33044,0.394,0.4045,0.60921,0.18754,0.27638,0.30983,0.159,0.2706,0.76,0.70284,0.55071,0.3594,0.3049,0.7689,0.72237,0.54731,0.33558,0.06169,0.33487,0.11101,0.1609,0.1876,0.34809,0.2064,0.4632,0.085,0.48566,0.28794,0.04597,0.066,0.1684,0.13534,0.13285,0.42404,0.28877,0.1031,0.6497,0.3797,0.04456,0.09213,0.27879,0.06921,0.19252,0.05381,0.0699,0.51244,0.1734,0.28066,0.05727,0.29299,0.39511,0.0582,0.13518,0.0815
545,0.50011,0.12114,0.04197,0.25477,0.06628,0.11472,0.0478,0.05442,0.04446,0.1985,0.06419,0.11374,0.07767,0.39753,0.31513,0.10777,0.1058,0.17559,0.25936,0.18913,0.53577,0.37131,0.75548,0.72176,0.38845,0.67979,0.41646,0.11869,0.65956,0.28173,0.6979,0.48756,0.72001,0.32497,0.13368,0.52837,0.20293,0.66027,0.07777,0.17596,0.6986,0.51304,0.52506,0.05036,0.32147,0.39003,0.39412,0.60857,0.18056,0.25896,0.28742,0.142,0.24412,0.75437,0.68608,0.52241,0.33313,0.28488,0.74963,0.71241,0.52399,0.3266,0.05878,0.30556,0.10609,0.14202,0.16666,0.32279,0.19064,0.43523,0.07718,0.47742,0.26281,0.04463,0.06197,0.14935,0.12632,0.12098,0.41066,0.28021,0.09997,0.64587,0.37817,0.04107,0.09261,0.26664,0.06482,0.19315,0.05358,0.07019,0.50807,0.16725,0.27914,0.05727,0.28848,0.39575,0.05623,0.13405,0.08193
550,0.5103,0.1252,0.04123,0.28272,0.06946,0.12221,0.048,0.05444,0.04225,0.21355,0.0822,0.1325,0.07423,0.3976,0.3181,0.11015,0.11916,0.1796,0.2925,0.19252,0.58432,0.40142,0.77019,0.7606,0.41659,0.7097,0.42207,0.11877,0.67224,0.28524,0.70804,0.5013,0.72588,0.32621,0.13428,0.527,0.21,0.65923,0.07461,0.16384,0.6941,0.49059,0.5102,0.0501,0.31229,0.3849,0.3845,0.60427,0.17279,0.23937,0.26249,0.12623,0.2182,0.7468,0.66694,0.49259,0.3051,0.2638,0.7279,0.70206,0.50027,0.3187,0.05728,0.27667,0.10157,0.1252,0.1477,0.29914,0.176,0.40899,0.0677,0.46979,0.23701,0.04398,0.0572,0.128,0.11734,0.10823,0.39922,0.27333,0.09749,0.6438,0.3783,0.03781,0.09066,0.25456,0.05957,0.19401,0.05483,0.0709,0.50371,0.16263,0.2788,0.05788,0.28494,0.39816,0.0633,0.13543,0.0827
555,0.52488,0.13198,0.04185,0.31202,0.07376,0.13104,0.04829,0.05444,0.04038,0.23345,0.10861,0.15516,0.07149,0.39728,0.32241,0.1125,0.1345,0.18329,0.33928,0.19974,0.62791,0.43235,0.78135,0.79314,0.43753,0.73677,0.42657,0.1174,0.6828,0.28833,0.71734,0.50941,0.73048,0.32579,0.13355,0.52649,0.20811,0.65779,0.07165,0.15244,0.69062,0.46466,0.49382,0.04987,0.29914,0.3787,0.37543,0.59607,0.16436,0.21933,0.23757,0.11115,0.19387,0.73691,0.64607,0.46218,0.27694,0.24215,0.7038,0.69189,0.47704,0.31303,0.05732,0.24893,0.09857,0.11054,0.1309,0.27704,0.1626,0.38458,0.05734,0.46263,0.21187,0.04429,0.05188,0.10516,0.1087,0.0957,0.38961,0.2682,0.09121,0.64381,0.37928,0.03496,0.08902,0.24483,0.05375,0.1919,0.05763,0.07109,0.50097,0.16,0.27935,0.05896,0.28227,0.40244,0.08396,0.14163,0.08309
560,0.5442,0.1433,0.04305,0.342,0.08059,0.14123,0.0488,0.05458,0.03936,0.25938,0.1434,0.18331,0.06947,0.3979,0.3251,0.11485,0.1504,0.1858,0.3914,0.21059,0.66763,0.4645,0.78986,0.8187,0.45206,0.7607,0.42941,0.11503,0.69184,0.29177,0.72615,0.5124,0.73522,0.32446,0.13216,0.52843,0.199,0.65799,0.06935,0.14313,0.6881,0.43777,0.4768,0.0496,0.28479,0.3719,0.3669,0.5849,0.15574,0.20136,0.21634,0.0981,0.1717,0.7252,0.6248,0.43191,0.2503,0.22077,0.6793,0.68268,0.4566,0.31076,0.05899,0.22344,0.0981,0.0983,0.1167,0.25793,0.15168,0.36303,0.0473,0.45609,0.18905,0.04547,0.0467,0.0834,0.10113,0.08469,0.38145,0.26479,0.08211,0.6451,0.3818,0.03285,0.08907,0.23947,0.04826,0.18706,0.06145,0.0711,0.50109,0.15893,0.28107,0.06033,0.28117,0.40897,0.1187,0.15519,0.0834
565,0.56832,0.16092,0.04484,0.37116,0.09115,0.15275,0.04973,0.05501,0.0396,0.29341,0.18552,0.21658,0.06819,0.40103,0.32407,0.1173,0.16541,0.18685,0.43925,0.2247,0.70476,0.49808,0.79689,0.83727,0.46315,0.78141,0.4309,0.12031,0.69975,0.29664,0.73467,0.51113,0.74123,0.32253,0.13054,0.5321,0.18615,0.6594,0.06811,0.13716,0.6863,0.41211,0.46002,0.04922,0.27639,0.3649,0.35895,0.57159,0.14741,0.18742,0.20167,0.08841,0.15204,0.71226,0.60444,0.40231,0.22651,0.20033,0.65657,0.67515,0.44088,0.31238,0.06227,0.20115,0.10068,0.08866,0.10545,0.24313,0.14438,0.34528,0.03901,0.45034,0.16994,0.04724,0.04255,0.06563,0.09491,0.07633,0.3742,0.26307,0.0744,0.64674,0.38643,0.03177,0.08792,0.23969,0.04403,0.18151,0.06564,0.07175,0.50342,0.15868,0.28419,0.06187,0.28238,0.418,0.16498,0.17835,0.08441
570,0.5963,0.1855,0.04429,0.39782,0.10539,0.16518,0.0513,0.05571,0.04081,0.34157,0.23131,0.25334,0.06818,0.4083,0.32228,0.12026,0.17859,0.1881,0.4769,0.24147,0.73852,0.53141,0.8031,0.85,0.47193,0.7994,0.43186,0.12027,0.70674,0.30154,0.74241,0.5072,0.74699,0.3202,0.12886,0.53516,0.173,0.66049,0.0677,0.13396,0.6846,0.38793,0.4439,0.0489,0.26307,0.3575,0.3518,0.55521,0.13947,0.17665,0.19213,0.08151,0.1347,0.6982,0.58562,0.37328,0.2055,0.18041,0.6366,0.66956,0.42892,0.31572,0.0667,0.18221,0.10475,0.0813,0.0968,0.23196,0.14004,0.33078,0.0343,0.44537,0.15459,0.04885,0.0405,0.0542,0.08967,0.07069,0.36715,0.26304,0.06799,0.6483,0.3918,0.03156,0.08794,0.24364,0.0414,0.18071,0.06961,0.0745,0.50601,0.15918,0.28827,0.0637,0.28596,0.42915,0.2121,0.2121,0.0877
575,0.62679,0.21707,0.04632,0.42123,0.12247,0.17796,0.0539,0.05682,0.04258,0.4083,0.27651,0.29135,0.07069,0.42058,0.32449,0.12415,0.18928,0.1917,0.50097,0.26062,0.76792,0.56281,0.80879,0.8583,0.479,0.81523,0.43417,0.12087,0.71305,0.30507,0.74895,0.50235,0.75091,0.31762,0.1272,0.5367,0.16242,0.66094,0.06784,0.13286,0.68243,0.36527,0.42861,0.04879,0.24861,0.34938,0.34575,0.53495,0.13197,0.1678,0.18575,0.0765,0.1194,0.6828,0.56856,0.34465,0.18674,0.16051,0.6199,0.66589,0.4193,0.31825,0.07168,0.16643,0.10827,0.07575,0.09021,0.22349,0.13802,0.3188,0.03478,0.44115,0.14279,0.04958,0.04145,0.05104,0.08526,0.06766,0.35995,0.26462,0.06738,0.64956,0.39639,0.03212,0.08588,0.24875,0.04111,0.18983,0.07304,0.08084,0.50809,0.16048,0.29295,0.06599,0.29206,0.44206,0.24927,0.25629,0.09508
580,0.6578,0.2542,0.04914,0.44136,0.13976,0.19031,0.0585,0.05915,0.04483,0.48749,0.31696,0.33392,0.07949,0.4355,0.33775,0.12934,0.19761,0.1999,0.5146,0.28317,0.79343,0.59236,0.81341,0.8634,0.48644,0.8292,0.43799,0.12009,0.7191,0.30871,0.75484,0.498,0.75383,0.31486,0.12554,0.53798,0.155,0.66122,0.06863,0.13458,0.6799,0.34523,0.4139,0.0488,0.23426,0.3403,0.3413,0.51211,0.12523,0.16107,0.1828,0.07296,0.1059,0.6649,0.55242,0.31651,0.1694,0.14091,0.6061,0.66336,0.41175,0.3187,0.07651,0.1531,0.10922,0.0715,0.0851,0.21784,0.13932,0.30924,0.0408,0.43795,0.13464,0.04934,0.0454,0.0568,0.08169,0.06722,0.35394,0.26728,0.07171,0.6507,0.4001,0.03394,0.08463,0.25258,0.04617,0.2094,0.07664,0.0919,0.51072,0.16283,0.29889,0.06891,0.30186,0.45737,0.2735,0.30765,0.1083
585,0.68743,0.29505,0.05151,0.45795,0.15471,0.20157,0.06636,0.06379,0.0475,0.57053,0.34933,0.37966,0.09754,0.45009,0.36682,0.13622,0.20396,0.21409,0.5221,0.31075,0.81553,0.62034,0.8164,0.86637,0.49282,0.84155,0.44134,0.12214,0.72521,0.3134,0.7607,0.49512,0.75692,0.31189,0.12381,0.54007,0.15106,0.6619,0.07018,0.13978,0.67729,0.32877,0.39905,0.0488,0.21943,0.33,0.3387,0.48821,0.11951,0.15676,0.18373,0.07063,0.09403,0.64336,0.53611,0.28904,0.15247,0.12209,0.59451,0.66107,0.40621,0.31651,0.08049,0.14145,0.10612,0.06811,0.08095,0.21519,0.14481,0.30208,0.05134,0.43598,0.13012,0.04829,0.05156,0.07068,0.07914,0.06932,0.3506,0.27052,0.08124,0.652,0.40309,0.03742,0.08725,0.25331,0.05927,0.23795,0.0812,0.10811,0.51513,0.16661,0.30683,0.07264,0.31662,0.47574,0.28466,0.36205,0.12914
590,0.7149,0.3376,0.05305,0.47105,0.16698,0.2116,0.0792,0.07216,0.05039,0.64908,0.37353,0.42691,0.12216,0.4622,0.40525,0.14527,0.20914,0.2322,0.526,0.34583,0.83334,0.6462,0.81801,0.8678,0.49629,0.8524,0.44276,0.12237,0.73114,0.31903,0.76648,0.4931,0.76021,0.30849,0.12196,0.5431,0.152,0.66315,0.07224,0.14736,0.6749,0.31534,0.382,0.0488,0.20576,0.3181,0.337,0.46354,0.11449,0.15442,0.18766,0.06935,0.0839,0.618,0.51865,0.26263,0.1347,0.10463,0.5841,0.65854,0.40242,0.31274,0.08302,0.13099,0.09949,0.0653,0.0774,0.21485,0.15313,0.29698,0.0612,0.43496,0.12858,0.04686,0.0568,0.0872,0.07764,0.07348,0.35017,0.27437,0.09024,0.6538,0.4052,0.04208,0.09088,0.25139,0.07933,0.27076,0.08693,0.1276,0.52154,0.17222,0.3167,0.07748,0.33692,0.49692,0.2861,0.4152,0.1595
595,0.73974,0.37991,0.05463,0.48107,0.17763,0.2203,0.09894,0.08577,0.05323,0.71596,0.39051,0.47137,0.14933,0.47043,0.44457,0.15696,0.21381,0.2514,0.5281,0.39045,0.84628,0.66928,0.81876,0.86812,0.5002,0.86185,0.4441,0.12116,0.73663,0.32509,0.7719,0.49093,0.76361,0.30443,0.11992,0.54624,0.15771,0.66458,0.07444,0.15579,0.673,0.30404,0.36163,0.04882,0.19114,0.30447,0.33506,0.43824,0.10977,0.15328,0.19304,0.06891,0.07567,0.58959,0.49975,0.23787,0.11572,0.08914,0.57394,0.65553,0.39998,0.30881,0.08366,0.12147,0.09047,0.0629,0.07421,0.21593,0.16242,0.29355,0.0654,0.4346,0.12914,0.04551,0.05823,0.10057,0.07707,0.079,0.35247,0.2789,0.0963,0.65629,0.4063,0.04716,0.09758,0.24833,0.10352,0.30302,0.09386,0.14791,0.52925,0.18041,0.32832,0.08381,0.36293,0.52053,0.28181,0.46276,0.2002
600,0.7617,0.4205,0.05863,0.48842,0.19118,0.22708,0.1277,0.10608,0.05554,0.7683,0.40201,0.5126,0.17516,0.4756,0.47934,0.1714,0.21771,0.2694,0.529,0.44412,0.85638,0.68945,0.81934,0.8677,0.50456,0.8699,0.44574,0.11951,0.74196,0.32974,0.77655,0.4876,0.76763,0.29971,0.11767,0.54817,0.161,0.66544,0.07646,0.16364,0.6718,0.2941,0.3419,0.0488,0.1799,0.2902,0.3322,0.41298,0.10532,0.15223,0.19699,0.06883,0.0694,0.5617,0.48196,0.21609,0.099,0.07639,0.564,0.65249,0.39815,0.30579,0.08262,0.1132,0.08072,0.0609,0.0714,0.21763,0.17116,0.29142,0.0641,0.43496,0.13086,0.04448,0.0562,0.1085,0.0773,0.08479,0.35672,0.2839,0.10233,0.6591,0.4067,0.0517,0.10274,0.24771,0.1255,0.33272,0.10181,0.1665,0.53705,0.19233,0.34189,0.09218,0.39399,0.54655,0.2747,0.50047,0.2475
605,0.78072,0.45828,0.06604,0.49386,0.21263,0.23139,0.16683,0.13417,0.05696,0.80508,0.40996,0.54874,0.19672,0.47895,0.50614,0.18852,0.22041,0.2845,0.52902,0.50458,0.86565,0.70682,0.82031,0.86688,0.50626,0.87659,0.44656,0.11896,0.74751,0.33388,0.78017,0.48248,0.77265,0.29443,0.11522,0.54899,0.15559,0.66585,0.07805,0.1698,0.67137,0.2848,0.32717,0.04868,0.17159,0.27656,0.32808,0.38846,0.1012,0.1504,0.19725,0.06872,0.06504,0.53802,0.46791,0.19856,0.0879,0.06696,0.55461,0.65002,0.39634,0.30449,0.08028,0.10657,0.07169,0.05933,0.06907,0.21934,0.1782,0.29027,0.05901,0.4361,0.13275,0.04393,0.05198,0.11045,0.07825,0.08966,0.36207,0.28921,0.10517,0.66177,0.40672,0.05496,0.10874,0.25339,0.13984,0.35883,0.11045,0.1813,0.54511,0.20953,0.35764,0.10311,0.42915,0.575,0.26721,0.52541,0.29719
610,0.7972,0.4932,0.07427,0.49824,0.24557,0.23328,0.2143,0.16962,0.05771,0.82849,0.41601,0.5796,0.21476,0.4812,0.52637,0.20764,0.22166,0.2969,0.5286,0.56506,0.87355,0.72194,0.82163,0.8659,0.50779,0.8823,0.44617,0.11864,0.7535,0.33894,0.78326,0.4763,0.77797,0.28917,0.11283,0.55035,0.146,0.66684,0.07924,0.17456,0.6714,0.27563,0.3184,0.0486,0.16571,0.2644,0.3232,0.36486,0.0975,0.14826,0.19521,0.06863,0.0622,0.5199,0.45788,0.18547,0.0816,0.06048,0.5468,0.64874,0.39478,0.3048,0.07721,0.10171,0.06355,0.0582,0.0674,0.22104,0.18373,0.28997,0.053,0.43774,0.13364,0.04378,0.0473,0.1094,0.08023,0.09254,0.36794,0.29508,0.1001,0.6639,0.4062,0.05726,0.10959,0.26836,0.14804,0.38147,0.11913,0.1923,0.55458,0.2335,0.37558,0.11679,0.46746,0.60596,0.2609,0.54006,0.3477
