wavelength,value
380,49.97550000000002
381,50.442769999999996
382,50.91003999999998
383,51.377309999999966
384,51.84457999999995
385,52.311849999999936
386,52.77911999999995
387,53.24638999999994
388,53.713659999999955
389,54.180929999999975
390,54.64819999999997
391,57.45886999999996
392,60.269539999999964
393,63.08020999999996
394,65.89087999999995
395,68.70154999999994
396,71.51221999999996
397,74.32288999999997
398,77.13356000000002
399,79.94423000000003
400,82.75490000000005
401,83.62801000000005
402,84.50112000000006
403,85.37423000000007
404,86.24734000000005
405,87.12045000000005
406,87.99356000000006
407,88.86667000000004
408,89.73978000000005
409,90.61289000000005
410,91.48600000000003
411,91.68058
412,91.87516000000001
413,92.06974
414,92.26431999999997
415,92.45889999999993
416,92.65347999999999
417,92.84806000000003
418,93.04264000000006
419,93.23722000000012
420,93.43180000000015
421,92.75685000000013
422,92.0819000000001
423,91.40695000000008
424,90.73200000000006
425,90.05705000000003
426,89.38210000000004
427,88.70715000000004
428,88.03220000000005
429,87.35725000000004
430,86.68230000000005
431,88.50056000000005
432,90.31882000000004
433,92.13708000000005
434,93.95534000000004
435,95.77360000000004
436,97.59186000000005
437,99.41012000000008
438,101.2283800000001
439,103.0466400000001
440,104.8649000000001
441,106.07917000000009
442,107.29344000000009
443,108.50771000000006
444,109.72198000000006
445,110.93625000000003
446,112.15051999999999
447,113.36478999999997
448,114.57905999999996
449,115.79332999999995
450,117.00759999999994
451,117.08805999999991
452,117.16851999999992
453,117.2489799999999
454,117.32943999999989
455,117.4098999999999
456,117.49035999999991
457,117.5708199999999
458,117.65127999999993
459,117.73173999999993
460,117.81219999999995
461,117.51706999999998
462,117.22194000000002
463,116.92681000000003
464,116.63168000000006
465,116.33655000000007
466,116.04142000000004
467,115.74629
468,115.45115999999997
469,115.15602999999992
470,114.86089999999989
471,114.9670999999999
472,115.07329999999992
473,115.1794999999999
474,115.2856999999999
475,115.39189999999992
476,115.49809999999994
477,115.60429999999997
478,115.71049999999998
479,115.81670000000001
480,115.92290000000003
481,115.21168000000006
482,114.50046000000009
483,113.78924000000008
484,113.07802000000011
485,112.3668000000001
486,111.65558000000009
487,110.94436000000007
488,110.23314000000006
489,109.52192000000005
490,108.81070000000001
491,108.86508000000002
492,108.91945999999997
493,108.97383999999994
494,109.02821999999992
495,109.0825999999999
496,109.13697999999994
497,109.19135999999997
498,109.24574000000003
499,109.30012000000006
500,109.35450000000013
501,109.19922000000008
502,109.04394000000002
503,108.88865999999999
504,108.73337999999994
505,108.57809999999989
506,108.4228199999999
507,108.26753999999987
508,108.11225999999989
509,107.95697999999989
510,107.80169999999988
511,107.50050999999989
512,107.19931999999991
513,106.8981299999999
514,106.5969399999999
515,106.29574999999993
516,105.99455999999994
517,105.69336999999996
518,105.39218
519,105.09098999999999
520,104.78980000000003
521,105.07977000000001
522,105.36974000000001
523,105.65971000000005
524,105.94968000000004
525,106.23965000000007
526,106.52962000000004
527,106.81959000000003
528,107.10956000000003
529,107.39953000000004
530,107.68950000000004
531,107.36110000000001
532,107.03269999999998
533,106.70429999999998
534,106.37589999999994
535,106.04749999999991
536,105.71909999999993
537,105.39069999999997
538,105.06229999999996
539,104.73389999999998
540,104.40549999999999
541,104.36956999999998
542,104.33363999999995
543,104.2977099999999
544,104.26177999999986
545,104.22584999999984
546,104.18991999999989
547,104.15398999999994
548,104.11806000000001
549,104.08213000000006
550,104.04620000000011
551,103.6415800000001
552,103.2369600000001
553,102.83234000000007
554,102.42772000000006
555,102.02310000000006
556,101.61848000000002
557,101.21386000000004
558,100.80924000000002
559,100.40462000000001
560,100.0
561,99.63342000000002
562,99.26684000000002
563,98.90026000000002
564,98.53368000000003
565,98.16710000000005
566,97.80052000000003
567,97.43394000000004
568,97.06736000000001
569,96.70078000000001
570,96.3342
571,96.27957999999998
572,96.22495999999995
573,96.17033999999994
574,96.11571999999991
575,96.06109999999988
576,96.00647999999991
577,95.95185999999994
578,95.89723999999995
579,95.84261999999998
580,95.78800000000001
581,95.07776
582,94.36751999999998
583,93.65728
584,92.94703999999999
585,92.23679999999997
586,91.52655999999998
587,90.81631999999996
588,90.10607999999995
589,89.39583999999995
590,88.68559999999994
591,88.81765999999996
592,88.94971999999999
593,89.08178000000001
594,89.21384000000002
595,89.34590000000004
596,89.47796000000002
597,89.61002
598,89.74207999999999
599,89.87413999999997
600,90.00619999999994
601,89.96548999999995
602,89.92477999999996
603,89.88406999999997
604,89.84335999999999
605,89.80264999999999
606,89.76193999999998
607,89.72122999999999
608,89.68051999999997
609,89.63980999999997
610,89.59909999999995
611,89.40905999999994
612,89.21901999999994
613,89.02897999999993
614,88.83893999999992
615,88.64889999999993
616,88.45885999999994
617,88.26882
618,88.07878000000002
619,87.88874000000007
620,87.6987000000001
621,87.2576900000001
622,86.81668000000012
623,86.37567000000011
624,85.93466000000014
625,85.49365000000012
626,85.0526400000001
627,84.61163000000008
628,84.17062000000003
629,83.72961
630,83.28859999999997
631,83.32965999999999
632,83.37071999999996
633,83.41177999999998
634,83.45283999999998
635,83.49389999999998
636,83.53496
637,83.57602
638,83.61708000000002
639,83.65813999999999
640,83.69920000000002
641,83.33196000000001
642,82.96472
643,82.59747999999998
644,82.23023999999998
645,81.86299999999997
646,81.49575999999996
647,81.12851999999997
648,80.76127999999999
649,80.39403999999998
650,80.02679999999998
651,80.04557999999996
652,80.06435999999995
653,80.08313999999993
654,80.10191999999992
655,80.12069999999987
656,80.1394799999999
657,80.15825999999994
658,80.17703999999995
659,80.19581999999997
660,80.21459999999998
661,80.42092
662,80.62724000000003
663,80.83356000000002
664,81.03988000000004
665,81.24620000000004
666,81.45252000000005
667,81.65884000000004
668,81.86516000000003
669,82.07148000000001
670,82.2778
671,81.87844000000001
672,81.47908
673,81.07972
674,80.68035999999998
675,80.28099999999998
676,79.88163999999996
677,79.48227999999999
678,79.08291999999997
679,78.68355999999996
680,78.28419999999998
681,77.42790999999998
682,76.57161999999997
683,75.71533
684,74.85904
685,74.00274999999998
686,73.14645999999998
687,72.29017
688,71.43388
689,70.57759000000003
690,69.72130000000001
691,69.91007999999998
692,70.09885999999996
693,70.28763999999995
694,70.47641999999992
695,70.6651999999999
696,70.85397999999995
697,71.04275999999997
698,71.23154000000002
699,71.42032000000007
700,71.6091000000001
701,71.88309000000007
702,72.15708000000004
703,72.43106999999999
704,72.70505999999996
705,72.97904999999993
706,73.25303999999994
707,73.52702999999995
708,73.80102000000001
709,74.07501000000002
710,74.34900000000005
711,73.07450000000001
712,71.80000000000001
713,70.52549999999998
714,69.25099999999995
715,67.97649999999994
716,66.70199999999996
717,65.42749999999997
718,64.153
719,62.87850000000002
720,61.604000000000035
721,62.432160000000025
722,63.260320000000014
723,64.08848
724,64.91663999999999
725,65.74479999999997
726,66.57296
727,67.40111999999999
728,68.22927999999997
729,69.05743999999999
730,69.88559999999998
731,70.40573999999997
732,70.92587999999996
733,71.44601999999995
734,71.96615999999993
735,72.48629999999993
736,73.00643999999996
737,73.52657999999997
738,74.04672
739,74.56686000000002
740,75.08700000000003
741,73.93757000000004
742,72.78814
743,71.63871000000002
744,70.48928
745,69.33985
746,68.19041999999997
747,67.04098999999998
748,65.89155999999996
749,64.74212999999995
750,63.59269999999996
751,61.87524999999996
752,60.15779999999997
753,58.440349999999974
754,56.722899999999996
755,55.00545
756,53.28799999999998
757,51.57054999999996
758,49.85309999999994
759,48.13564999999991
760,46.41819999999989
761,48.45691999999991
762,50.495639999999916
763,52.534359999999936
764,54.57307999999994
765,56.61179999999996
766,58.65051999999995
767,60.689239999999955
768,62.72795999999996
769,64.76667999999997
770,66.80539999999996
771,66.46313999999998
772,66.12087999999999
773,65.77861999999999
774,65.43636000000001
775,65.09410000000001
776,64.75183999999999
777,64.40957999999998
778,64.06731999999997
779,63.72505999999996
780,63.38279999999994
